,name,gender,is_buy,amount,platform,sighup_days,history_times,history_amount,last_buy_date,today_search_times,last_day_search_times,sigh_up_days_last_week,last_buy_date_to_now,city,province
600,金子豪,male,1,0.9,adr,8,1,54.9,2021/4/25,2,1,6,0,济南,山东
601,金明轩,male,1,14.9,adr,0,0,0,2021/4/25,2,1,1,0,河源,广东
602,金致远,male,1,89.9,adr,105,15,4213.5,2021/1/26,2,0,0,89,大同,山西
603,金俊熙,male,1,14.9,adr,24,6,419.4,2021/4/24,3,2,1,1,吉林,吉林
604,金天佑,male,1,77.9,adr,27,9,638.1,2021/4/14,3,1,0,11,广州,广东
605,金睿,male,1,50.9,adr,45,15,1663.5,2021/3/18,1,0,0,38,包头,内蒙古
606,金子睿,male,1,71.9,adr,24,6,359.4,2021/4/24,1,1,1,1,赣州,江西
607,金宇轩,male,1,65.9,ios,24,24,309.6,2021/4/19,2,1,0,6,锡林郭勒盟,内蒙古
608,金致远,male,1,12.9,ios,32,4,859.6,2021/4/13,2,1,0,12,马鞍山,安徽
609,魏伟,male,1,160.9,adr,48,6,389.4,2021/4/25,1,0,2,0,本溪,辽宁
610,魏明,male,1,26.9,adr,0,0,0,2021/4/25,2,1,2,0,晋中,山西
611,魏军,male,1,226.9,adr,184,46,409.4,2021/2/17,3,2,0,67,葫芦岛,辽宁
612,魏子轩,male,1,6.9,ios,21,3,80.7,2021/4/6,1,0,0,19,阿克苏,新疆
613,魏浩轩,male,1,16.9,adr,5,5,139.5,2021/4/23,2,1,4,2,甘孜,四川
614,魏皓轩,male,1,15.9,adr,28,7,566.3,2021/4/11,4,1,0,14,德阳,四川
615,魏子涵,male,1,181.9,adr,80,40,36,2021/2/25,3,2,0,59,海南,青海
616,魏一诺,male,1,93.9,ios,0,0,0,2021/4/25,1,0,0,0,景德镇,江西
617,魏宇航,male,1,11.9,ios,28,4,807.6,2021/4/20,3,2,0,5,青岛,山东
618,魏昊然,male,1,235.9,adr,310,62,1109.8,2021/1/24,1,1,0,91,临汾,山西
619,魏一鸣,male,1,69.9,adr,154,22,525.8,2020/12/24,3,2,0,122,重庆,重庆
620,魏子宸,male,1,159.9,adr,56,28,501.2,2021/3/5,1,1,0,51,阿克苏,新疆
621,魏子豪,male,1,69.9,adr,32,16,398.4,2021/4/2,2,1,0,23,商洛,陕西
622,魏明轩,male,1,202.9,adr,192,48,2923.2,2020/12/22,2,1,0,124,广元,四川
623,魏致远,male,1,109.9,ios,252,28,1733.2,2021/1/24,4,2,0,91,珠海,广东
624,魏俊熙,male,1,49.9,ios,15,15,1123.5,2021/4/13,1,0,0,12,咸宁,湖北
625,魏天佑,male,1,36.9,ios,12,12,1114.8,2021/4/15,2,1,0,10,兰州,甘肃
626,魏睿,male,1,51.9,ios,11,11,2418.9,2021/4/24,2,1,5,1,鹤岗,黑龙江
627,魏子睿,male,1,55.9,adr,18,9,80.1,2021/4/23,3,1,1,2,南宁,广西
628,魏宇轩,male,1,21.9,adr,7,1,151.9,2021/4/24,2,1,2,1,河池,广西
629,魏致远,male,1,74.9,adr,126,21,3336.9,2020/12/24,1,1,0,122,漯河,河南
630,陶伟,male,1,2.9,ios,24,4,167.6,2021/4/17,3,1,0,8,丹东,辽宁
631,陶明,male,1,14.9,ios,5,1,39.9,2021/4/25,2,1,3,0,青岛,山东
632,陶军,male,1,80.9,adr,2,1,96.9,2021/4/24,5,3,0,1,天津,天津
633,陶子轩,male,1,53.9,adr,50,10,249,2021/3/25,1,0,0,31,固原,宁夏
634,陶浩轩,male,1,47.9,adr,7,1,79.9,2021/4/23,3,2,4,2,本溪,辽宁
635,陶皓轩,male,1,106.9,adr,6,3,107.7,2021/4/23,3,3,0,2,白银,甘肃
636,陶子涵,male,1,13.9,ios,18,3,1523.7,2021/4/21,2,1,2,4,长春,吉林
637,陶一诺,male,1,141.9,adr,225,25,1472.5,2020/10/17,2,0,0,190,益阳,湖南
638,陶宇航,male,1,42.9,ios,25,5,739.5,2021/4/11,2,1,0,14,长治,山西
639,陶昊然,male,1,17.9,adr,16,2,97.8,2021/4/23,1,1,3,2,牡丹江,黑龙江
640,陶一鸣,male,1,19.9,adr,35,7,300.3,2021/4/9,1,0,0,16,深圳,广东
641,陶子宸,male,1,39.9,adr,40,5,894.5,2021/4/8,3,1,0,17,呼伦贝尔,内蒙古
642,陶子豪,male,1,90.9,adr,38,19,2202.1,2021/3/26,1,0,0,30,资阳,四川
643,陶明轩,male,1,99.9,adr,99,11,757.9,2021/1/22,2,2,0,93,安康,陕西
644,陶致远,male,1,163.9,ios,155,31,4212.9,2020/12/24,2,1,0,122,开封,河南
645,陶俊熙,male,1,24.9,adr,3,3,116.7,2021/4/22,2,1,1,3,广元,四川
646,陶天佑,male,1,133.9,adr,182,26,1219.4,2021/3/29,2,1,0,27,贵港,广西
647,陶睿,male,1,26.9,adr,81,9,1286.1,2021/2/22,2,1,0,62,宜宾,四川
648,陶子睿,male,1,1.9,adr,3,3,149.7,2021/4/22,3,1,3,3,北京,北京
649,陶宇轩,male,1,85.9,ios,64,16,1918.4,2021/3/2,1,0,0,54,潜江,湖北
650,陶致远,male,1,46.9,ios,44,11,7049.9,2021/3/28,1,0,0,28,重庆,重庆
651,姜伟,male,1,169.9,ios,171,19,1651.1,2020/12/26,2,1,0,120,遵义,贵州
652,姜明,male,1,34.9,adr,1,1,4.9,2021/4/24,2,2,4,1,兰州,甘肃
653,姜军,male,1,268.9,adr,630,90,2961,2020/1/6,2,1,0,475,保山,云南
654,姜子轩,male,1,212.9,adr,126,21,795.9,2021/2/5,2,2,0,79,梧州,广西
655,姜浩轩,male,1,25.9,adr,0,0,0,2021/4/25,3,2,0,0,中山,广东
656,姜皓轩,male,1,85.9,ios,35,7,1441.3,2021/4/21,3,1,2,4,铜仁,贵州
657,姜子涵,male,1,109.9,adr,60,12,358.8,2021/3/5,2,1,0,51,伊春,黑龙江
658,姜一诺,male,1,172.9,adr,231,33,4319.7,2021/4/13,2,1,0,12,郑州,河南
659,姜宇航,male,1,222.9,adr,72,8,687.2,2021/4/17,1,0,0,8,北京,北京
660,姜昊然,male,1,15.9,adr,35,7,874.3,2021/4/4,2,1,0,21,沈阳,辽宁
661,姜一鸣,male,1,95.9,adr,35,5,119.5,2021/4/25,2,1,6,0,酒泉,甘肃
662,姜子宸,male,1,34.9,ios,52,13,63.7,2021/4/20,1,0,0,5,重庆,重庆
663,姜子豪,male,1,131.9,adr,104,13,3534.7,2021/3/5,3,2,0,51,深圳,广东
664,姜明轩,male,1,100.9,adr,259,37,2364.3,2021/1/18,4,2,0,97,上海,上海
665,姜致远,male,1,81.9,adr,21,7,111.3,2021/4/18,2,1,0,7,晋中,山西
666,姜俊熙,male,1,26.9,ios,2,1,59.9,2021/4/24,1,1,2,1,合肥,安徽
667,姜天佑,male,1,183.9,adr,76,38,908.2,2021/4/3,2,1,0,22,临夏,甘肃
668,姜睿,male,1,10.9,adr,54,6,653.4,2021/4/24,3,1,0,1,南昌,江西
669,姜子睿,male,1,28.9,adr,3,1,249.9,2021/4/23,2,1,2,2,防城港,广西
670,姜宇轩,male,1,36.9,ios,21,3,578.7,2021/4/19,2,1,0,6,常州,江苏
671,姜致远,male,1,101.9,adr,36,18,448.2,2021/4/10,3,2,0,15,中卫,宁夏
672,戚伟,male,1,77.9,adr,176,22,877.8,2020/12/24,2,1,0,122,蚌埠,安徽
673,戚明,male,1,65.9,adr,102,17,1375.3,2021/3/11,4,1,0,45,青岛,山东
674,戚军,male,1,3.9,adr,15,5,204.5,2021/4/22,3,1,1,3,葫芦岛,辽宁
675,戚子轩,male,1,100.9,adr,24,4,551.6,2021/4/19,2,2,0,6,广元,四川
676,戚浩轩,male,1,153.9,ios,324,54,750.6,2020/8/29,2,1,0,239,朝阳,辽宁
677,戚皓轩,male,1,12.9,adr,49,7,104.3,2021/3/27,4,2,0,29,鸡西,黑龙江
678,戚子涵,male,1,149.9,adr,33,33,2372.7,2021/4/21,3,2,0,4,阳泉,山西
679,戚一诺,male,1,133.9,adr,144,24,2541.6,2020/12/10,2,2,0,136,滨州,山东
680,戚宇航,male,1,14.9,adr,32,4,315.6,2021/4/16,3,1,0,9,金昌,甘肃
681,戚昊然,male,1,152.9,ios,43,43,2360.7,2021/3/27,2,1,0,29,株洲,湖南
682,戚一鸣,male,1,12.9,adr,0,0,0,2021/4/25,3,2,1,0,宣城,安徽
683,戚子宸,male,1,40.9,adr,18,3,653.7,2021/4/20,1,0,1,5,巢湖,安徽
684,戚子豪,male,1,208.9,adr,100,25,397.5,2021/3/9,3,1,0,47,松原,吉林
685,戚明轩,male,1,37.9,adr,84,14,2714.6,2021/4/16,4,3,0,9,上海,上海
686,戚致远,male,1,169.9,adr,357,51,1830.9,2020/11/18,4,3,0,158,景德镇,江西
687,戚俊熙,male,1,32.9,adr,20,5,1084.5,2021/4/20,4,2,1,5,漳州,福建
688,戚天佑,male,1,57.9,ios,14,14,278.6,2021/4/22,2,1,1,3,郑州,河南
689,戚睿,male,1,56.9,adr,90,15,643.5,2021/4/22,1,0,3,3,宁德,福建
690,戚子睿,male,1,22.9,adr,35,7,860.3,2021/3/22,3,2,0,34,海西,青海
691,戚宇轩,male,1,131.9,ios,170,34,336.6,2021/1/21,2,1,0,94,杭州,浙江
692,戚致远,male,1,79.9,adr,72,24,501.6,2021/2/19,2,0,0,65,重庆,重庆
693,谢伟,male,1,254.9,adr,68,34,1662.6,2021/3/2,3,2,0,54,,
694,谢明,male,1,4.9,adr,35,5,759.5,2021/3/30,3,2,0,26,南京,江苏
695,谢军,male,1,11.9,ios,21,3,635.7,2021/4/6,3,2,0,19,重庆,重庆
696,谢子轩,male,1,47.9,adr,0,0,0,2021/4/25,2,0,4,0,洛阳,河南
697,谢浩轩,male,1,71.9,ios,156,26,7017.4,2021/4/1,3,2,0,24,青岛,山东
698,谢皓轩,male,1,31.9,adr,20,10,379,2021/4/22,2,1,3,3,太原,山西
699,谢子涵,male,1,127.9,adr,22,11,196.9,2021/4/21,2,1,0,4,抚州,江西
700,谢一诺,male,1,24.9,ios,12,12,898.8,2021/4/15,2,0,0,10,烟台,山东
701,谢宇航,male,1,187.9,adr,6,2,341.8,2021/4/20,3,2,1,5,丽水,浙江
702,谢昊然,male,1,4.9,ios,3,1,76.9,2021/4/23,1,1,4,2,钦州,广西
703,谢一鸣,male,1,36.9,ios,2,1,40.9,2021/4/25,2,1,4,0,延安,陕西
704,谢子宸,male,1,227.9,adr,568,71,1412.9,2021/2/10,4,2,0,74,银川,宁夏
705,谢子豪,male,1,6.9,ios,3,3,176.7,2021/4/25,2,1,6,0,秦皇岛,河北
706,谢明轩,male,1,66.9,adr,198,22,2087.8,2021/1/21,2,0,0,94,铜川,陕西
707,谢致远,male,1,166.9,ios,32,16,4222.4,2021/4/4,2,1,0,21,阳江,广东
708,谢俊熙,male,1,68.9,adr,18,2,91.8,2021/4/24,2,1,3,1,哈尔滨,黑龙江
709,谢天佑,male,1,4.9,adr,20,5,64.5,2021/4/19,2,1,0,6,遂宁,四川
710,谢睿,male,1,58.9,ios,60,20,118,2021/3/19,1,1,0,37,潜江,湖北
711,谢子睿,male,1,68.9,adr,80,10,2099,2021/2/21,1,1,0,63,深圳,广东
712,谢宇轩,male,1,123.9,adr,252,42,3859.8,2021/3/29,3,2,0,27,西安,陕西
713,谢致远,male,1,8.9,adr,1,1,104.9,2021/4/24,2,1,5,1,武汉,湖北
714,邹伟,male,1,8.9,adr,36,6,1703.4,2021/4/11,2,1,0,14,毕节,贵州
715,邹明,male,1,100.9,ios,84,21,1677.9,2021/4/8,1,1,0,17,渭南,陕西
716,邹军,male,1,1.9,adr,27,3,26.7,2021/4/22,2,1,3,3,哈尔滨,黑龙江
717,邹子轩,male,1,128.9,adr,140,28,1705.2,2021/3/2,1,1,0,54,天津,天津
718,邹浩轩,male,1,112.9,adr,259,37,107.3,2020/12/12,1,1,0,134,清远,广东
719,邹皓轩,male,1,143.9,adr,192,24,2493.6,2021/4/4,1,0,0,21,延边,吉林
720,邹子涵,male,1,7.9,adr,20,5,964.5,2021/4/23,3,2,1,2,深圳,广东
721,邹一诺,male,1,81.9,adr,5,1,39.9,2021/4/20,1,0,0,5,南京,江苏
722,邹宇航,male,1,282.9,ios,186,62,1853.8,2021/3/30,1,1,0,26,宜宾,四川
723,邹昊然,male,1,8.9,adr,15,5,754.5,2021/4/21,2,2,1,4,鹤岗,黑龙江
724,邹一鸣,male,1,160.9,adr,259,37,181.3,2020/10/12,4,2,0,195,湛江,广东
725,邹子宸,male,1,89.9,adr,24,3,356.7,2021/4/5,1,0,0,20,九江,江西
726,邹子豪,male,1,12.9,ios,6,3,347.7,2021/4/20,5,1,0,5,深圳,广东
727,邹明轩,male,1,50.9,adr,78,13,1519.7,2021/4/15,2,1,0,10,厦门,福建
728,邹致远,male,1,23.9,adr,80,10,1129,2021/4/11,2,1,0,14,沈阳,辽宁
729,邹俊熙,male,1,60.9,ios,96,16,94.4,2021/3/2,2,1,0,54,杭州,浙江
730,邹天佑,male,1,34.9,ios,6,3,881.7,2021/4/20,2,1,0,5,仙桃,湖北
731,邹睿,male,1,35.9,adr,42,6,77.4,2021/4/3,3,2,0,22,张掖,甘肃
732,邹子睿,male,1,7.9,ios,36,6,1229.4,2021/4/6,3,1,0,19,威海,山东
733,邹宇轩,male,1,56.9,ios,35,7,286.3,2021/4/6,3,2,0,19,深圳,广东
734,邹致远,male,1,39.9,adr,9,3,143.7,2021/4/24,1,0,0,1,鸡西,黑龙江
735,喻伟,male,1,10.9,ios,24,4,415.6,2021/4/15,3,2,0,10,孝感,湖北
736,喻明,male,1,113.9,adr,232,29,1940.1,2021/1/18,4,2,0,97,普洱,云南
737,喻军,male,1,86.9,adr,120,24,45.6,2021/4/3,2,1,0,22,三门峡,河南
738,喻子轩,male,1,27.9,adr,0,0,0,2021/4/25,4,2,6,0,贵港,广西
739,喻浩轩,male,1,41.9,adr,48,6,1193.4,2021/3/29,2,1,0,27,长治,山西
740,喻皓轩,male,1,19.9,adr,24,8,775.2,2021/4/6,3,1,0,19,汕头,广东
741,喻子涵,male,1,208.9,adr,330,66,11279.4,2020/6/7,2,2,0,322,上海,上海
742,喻一诺,male,1,80.9,adr,115,23,503.7,2021/4/2,3,1,0,23,湖州,浙江
743,喻宇航,male,1,107.9,ios,42,7,622.3,2021/3/29,1,0,0,27,苏州,江苏
744,喻昊然,male,1,109.9,adr,228,38,300.2,2021/3/30,2,1,0,26,重庆,重庆
745,喻一鸣,male,1,9.9,adr,6,3,38.7,2021/4/22,1,0,2,3,吕梁,山西
746,喻子宸,male,1,60.9,adr,63,9,809.1,2021/4/11,2,1,0,14,太原,山西
747,喻子豪,male,1,155.9,adr,132,44,391.6,2021/1/1,2,1,0,114,揭阳,广东
748,喻明轩,male,1,98.9,adr,23,23,572.7,2021/4/14,2,1,0,11,天津,天津
749,喻致远,male,1,13.9,adr,0,0,0,2021/4/25,3,1,4,0,金华,浙江
750,喻俊熙,male,1,23.9,adr,22,11,911.9,2021/4/15,3,2,0,10,衢州,浙江
751,喻天佑,male,1,16.9,adr,8,2,35.8,2021/4/19,3,2,0,6,神农架林区,湖北
752,喻睿,male,1,161.9,ios,95,19,1594.1,2021/4/16,1,1,0,9,杭州,浙江
753,喻子睿,male,1,356.9,ios,261,87,3906.3,2020/12/1,2,1,0,145,遂宁,四川
754,喻宇轩,male,1,12.9,ios,16,4,847.6,2021/4/10,2,1,0,15,无锡,江苏
755,喻致远,male,1,32.9,adr,10,5,589.5,2021/4/18,2,1,0,7,安阳,河南
756,柏伟,male,1,14.9,adr,48,6,725.4,2021/3/27,2,1,0,29,哈尔滨,黑龙江
757,柏明,male,1,164.9,ios,0,0,0,2021/4/25,3,1,4,0,北京,北京
758,柏军,male,1,48.9,adr,0,0,0,2021/4/25,3,2,3,0,舟山,浙江
759,柏子轩,male,1,24.9,adr,20,10,839,2021/4/25,1,1,3,0,泰安,山东
760,柏浩轩,male,1,34.9,adr,48,12,514.8,2021/4/12,1,0,0,13,泉州,福建
761,柏皓轩,male,1,11.9,adr,35,7,41.3,2021/3/25,1,0,0,31,无锡,江苏
762,柏子涵,male,1,59.9,adr,171,19,815.1,2020/12/13,1,0,0,133,天津,天津
763,柏一诺,male,1,5.9,adr,3,3,131.7,2021/4/24,3,2,2,1,赤峰,内蒙古
764,柏宇航,male,1,95.9,adr,18,3,320.7,2021/4/16,3,2,0,9,广州,广东
765,柏昊然,male,1,39.9,adr,72,8,375.2,2021/2/28,4,1,0,56,潮州,广东
766,柏一鸣,male,1,33.9,adr,0,0,0,2021/4/25,4,4,5,0,重庆,重庆
767,柏子宸,male,1,102.9,adr,208,26,3273.4,2021/4/8,2,1,0,17,神农架林区,湖北
768,柏子豪,male,1,53.9,adr,80,16,174.4,2021/4/18,3,2,0,7,潜江,湖北
769,柏明轩,male,1,13.9,adr,8,2,121.8,2021/4/24,3,1,4,1,广州,广东
770,柏致远,male,1,18.9,adr,30,10,219,2021/4/1,2,1,0,24,十堰,湖北
771,柏俊熙,male,1,62.9,adr,72,24,1701.6,2021/2/24,1,1,0,60,信阳,河南
772,柏天佑,male,1,45.9,adr,119,17,3075.3,2021/3/2,3,1,0,54,呼伦贝尔,内蒙古
773,柏睿,male,1,51.9,ios,70,14,222.6,2021/3/28,3,1,0,28,潍坊,山东
774,柏子睿,male,1,48.9,ios,63,9,233.1,2021/4/21,3,1,1,4,泰州,江苏
775,柏宇轩,male,1,157.9,adr,172,43,2704.7,2021/1/16,2,1,0,99,上海,上海
776,柏致远,male,1,4.9,ios,24,3,134.7,2021/4/23,4,1,0,2,哈尔滨,黑龙江
777,水伟,male,1,61.9,adr,60,10,109,2021/3/31,3,2,0,25,黄南,青海
778,水明,male,1,65.9,adr,63,7,55.3,2021/2/23,3,2,0,61,通化,吉林
779,水军,male,1,48.9,ios,21,3,110.7,2021/4/18,2,2,0,7,果洛,青海
780,水子轩,male,1,68.9,adr,168,24,645.6,2020/12/4,4,1,0,142,巢湖,安徽
781,水浩轩,male,1,33.9,ios,10,2,363.8,2021/4/23,4,3,2,2,滨州,山东
782,水皓轩,male,1,24.9,adr,80,10,159,2021/4/8,1,1,0,17,厦门,福建
783,水子涵,male,1,53.9,adr,5,1,27.9,2021/4/24,2,1,5,1,佳木斯,黑龙江
784,水一诺,male,1,33.9,adr,4,2,89.8,2021/4/25,5,3,5,0,呼伦贝尔,内蒙古
785,水宇航,male,1,33.9,adr,13,13,1662.7,2021/4/24,2,1,4,1,安阳,河南
786,水昊然,male,1,51.9,ios,9,9,728.1,2021/4/18,3,1,0,7,周口,河南
787,水一鸣,male,1,58.9,adr,60,10,259,2021/3/24,6,5,0,32,泰州,江苏
788,水子宸,male,1,164.9,ios,52,13,2364.7,2021/4/4,2,1,0,21,石家庄,河北
789,水子豪,male,1,29.9,adr,72,9,791.1,2021/4/13,2,1,0,12,扬州,江苏
790,水明轩,male,1,52.9,ios,140,20,1698,2021/3/6,2,1,0,50,梅州,广东
791,水致远,male,1,41.9,ios,105,15,58.5,2021/1/17,3,3,0,98,天津,天津
792,水俊熙,male,1,230.9,ios,22,11,713.9,2021/4/12,2,1,0,13,资阳,四川
793,水天佑,male,1,63.9,adr,33,11,1648.9,2021/4/20,2,1,1,5,重庆,重庆
794,水睿,male,1,80.9,adr,180,20,758,2020/11/20,2,1,0,156,景德镇,江西
795,水子睿,male,1,57.9,adr,117,13,947.7,2021/1/15,2,1,0,100,杭州,浙江
796,水宇轩,male,1,0.9,adr,27,3,281.7,2021/3/29,5,3,0,27,宁德,福建
797,水致远,male,1,102.9,adr,14,2,113.8,2021/4/25,3,2,5,0,上海,上海
798,窦伟,male,1,211.9,ios,198,66,3293.4,2021/1/12,3,2,0,103,广州,广东
799,窦明,male,1,42.9,adr,56,8,103.2,2021/4/7,2,0,0,18,丽水,浙江
800,窦军,male,1,20.9,ios,8,4,99.6,2021/4/21,1,1,0,4,石河子,新疆
801,窦子轩,male,1,32.9,ios,32,4,399.6,2021/3/28,2,1,0,28,天津,天津
802,窦浩轩,male,1,23.9,ios,16,8,167.2,2021/4/15,2,2,0,10,景德镇,江西
803,窦皓轩,male,1,113.9,adr,36,18,250.2,2021/4/13,1,1,0,12,博尔塔拉,新疆
804,窦子涵,male,1,95.9,adr,45,15,133.5,2021/3/22,2,1,0,34,扬州,江苏
805,窦一诺,male,1,15.9,ios,0,0,0,2021/4/25,1,0,1,0,丹东,辽宁
806,窦宇航,male,1,46.9,adr,60,12,910.8,2021/3/7,2,1,0,49,宣城,安徽
807,窦昊然,male,1,54.9,adr,50,10,279,2021/3/23,4,1,0,33,云浮,广东
808,窦一鸣,male,1,18.9,ios,24,3,248.7,2021/4/9,4,2,0,16,武汉,湖北
809,窦子宸,male,1,22.9,adr,15,5,1304.5,2021/4/15,3,1,0,10,湘西,湖南
810,窦子豪,male,1,44.9,adr,90,18,718.2,2021/3/16,2,1,0,40,厦门,福建
811,窦明轩,male,1,24.9,adr,9,3,344.7,2021/4/25,1,1,1,0,咸阳,陕西
812,窦致远,male,1,3.9,adr,7,1,106.9,2021/4/20,3,1,1,5,锡林郭勒盟,内蒙古
813,窦俊熙,male,1,83.9,ios,30,6,221.4,2021/4/20,5,3,1,5,自贡,四川
814,窦天佑,male,1,68.9,ios,20,10,349,2021/4/13,2,0,0,12,深圳,广东
815,窦睿,male,1,285.9,ios,126,63,15806.7,2021/1/18,2,1,0,97,广州,广东
816,窦子睿,male,1,116.9,ios,119,17,3296.3,2021/2/10,2,1,0,74,延安,陕西
817,窦宇轩,male,1,34.9,ios,18,9,8.1,2021/4/15,1,0,0,10,漯河,河南
818,窦致远,male,1,108.9,ios,52,13,609.7,2021/3/23,2,1,0,33,曲靖,云南
819,章伟,male,1,5.9,ios,10,5,644.5,2021/4/21,2,1,2,4,海西,青海
820,章明,male,1,20.9,adr,24,3,65.7,2021/4/5,2,1,0,20,文山,云南
821,章军,male,1,159.9,adr,25,5,494.5,2021/4/8,3,2,0,17,宜昌,湖北
822,章子轩,male,1,157.9,adr,161,23,2343.7,2021/4/20,3,1,1,5,锦州,辽宁
823,章浩轩,male,1,48.9,adr,90,15,523.5,2021/2/21,2,1,0,63,广州,广东
824,章皓轩,male,1,114.9,ios,132,22,921.8,2020/12/27,2,1,0,119,上饶,江西
825,章子涵,male,1,8.9,ios,24,6,1379.4,2021/4/11,2,1,0,14,乌鲁木齐,新疆
826,章一诺,male,1,14.9,adr,18,2,249.8,2021/4/9,1,1,0,16,太原,山西
827,章宇航,male,1,14.9,adr,42,7,1182.3,2021/4/21,2,1,1,4,沈阳,辽宁
828,章昊然,male,1,13.9,ios,0,0,0,2021/4/25,2,1,5,0,沈阳,辽宁
829,章一鸣,male,1,49.9,adr,72,8,55.2,2021/3/27,2,1,0,29,安庆,安徽
830,章子宸,male,1,172.9,adr,60,10,759,2021/4/25,2,2,0,0,天津,天津
831,章子豪,male,1,225.9,ios,183,61,1030.9,2021/1/13,1,1,0,102,六盘水,贵州
832,章明轩,male,1,65.9,ios,21,3,467.7,2021/4/21,1,0,1,4,嘉兴,浙江
833,章致远,male,1,98.9,adr,60,10,389,2021/4/15,3,1,0,10,北京,北京
834,章俊熙,male,1,103.9,adr,162,27,1347.3,2021/4/1,3,4,0,24,咸宁,湖北
835,章天佑,male,1,123.9,adr,27,27,753.3,2021/4/14,2,1,0,11,东营,山东
836,章睿,male,1,22.9,adr,5,5,104.5,2021/4/23,3,2,3,2,三明,福建
837,章子睿,male,1,46.9,adr,64,16,1054.4,2021/4/3,1,1,0,22,杭州,浙江
838,章宇轩,male,1,99.9,adr,85,17,2055.3,2021/4/16,2,1,0,9,北京,北京
839,章致远,male,1,30.9,ios,126,14,404.6,2021/2/10,1,0,0,74,玉溪,云南
840,云伟,male,1,87.9,adr,168,21,60.9,2021/4/17,1,0,0,8,永州,湖南
841,云明,male,1,34.9,ios,27,3,557.7,2021/4/17,3,1,0,8,九江,江西
842,云军,male,1,58.9,adr,12,4,283.6,2021/4/18,2,1,0,7,上海,上海
843,云子轩,male,1,1.9,adr,0,0,0,2021/4/25,2,1,2,0,沈阳,辽宁
844,云浩轩,male,1,87.9,adr,78,13,1168.7,2021/4/15,1,1,0,10,苏州,江苏
845,云皓轩,male,1,95.9,ios,119,17,831.3,2021/1/28,1,1,0,87,北京,北京
846,云子涵,male,1,34.9,ios,0,0,0,2021/4/25,2,1,5,0,淮南,安徽
847,云一诺,male,1,180.9,ios,114,57,3243.3,2021/1/20,1,0,0,95,齐齐哈尔,黑龙江
848,云宇航,male,1,5.9,adr,40,5,139.5,2021/3/25,1,1,0,31,来宾,广西
849,云昊然,male,1,21.9,adr,21,7,202.3,2021/4/13,2,2,0,12,上海,上海
850,云一鸣,male,1,75.9,ios,91,13,895.7,2021/3/25,1,1,0,31,北海,广西
851,云子宸,male,1,47.9,adr,90,15,2113.5,2021/4/6,2,1,0,19,杭州,浙江
852,云子豪,male,1,96.9,ios,182,26,4989.4,2020/12/21,3,1,0,125,南京,江苏
853,云明轩,male,1,16.9,adr,45,5,234.5,2021/3/19,2,1,0,37,深圳,广东
854,云致远,male,1,115.9,adr,44,11,1109.9,2021/4/10,2,1,0,15,广州,广东
855,云俊熙,male,1,5.9,adr,0,0,0,2021/4/25,4,2,5,0,南京,江苏
856,云天佑,male,1,43.9,adr,6,1,47.9,2021/4/24,2,1,4,1,南京,江苏
857,云睿,male,1,334.9,adr,744,93,4361.7,2020/10/6,2,1,0,201,重庆,重庆
858,云子睿,male,1,69.9,adr,27,3,71.7,2021/4/1,1,0,0,24,广州,广东
859,云宇轩,male,1,130.9,adr,104,13,986.7,2021/1/22,2,1,0,93,昌都,西藏
860,云致远,male,1,15.9,ios,0,0,0,2021/4/25,3,2,5,0,衡阳,湖南
861,苏伟,male,1,50.9,adr,56,14,152.6,2021/3/27,2,1,0,29,北京,北京
862,苏明,male,1,50.9,adr,162,18,2356.2,2020/11/22,2,1,0,154,固原,宁夏
863,苏军,male,1,55.9,ios,96,12,1126.8,2021/1/24,3,1,0,91,宣城,安徽
864,苏子轩,male,1,108.9,ios,144,18,412.2,2021/3/7,3,2,0,49,内江,四川
865,苏浩轩,male,1,1.9,adr,3,3,128.7,2021/4/23,3,2,2,2,赣州,江西
866,苏皓轩,male,1,41.9,ios,45,5,599.5,2021/3/11,2,1,0,45,深圳,广东
867,苏子涵,male,1,8.9,adr,12,4,115.6,2021/4/16,1,0,0,9,池州,安徽
868,苏一诺,male,1,0.9,adr,7,1,111.9,2021/4/21,4,2,2,4,朔州,山西
869,苏宇航,male,1,64.9,adr,0,0,0,2021/4/25,1,0,6,0,茂名,广东
870,苏昊然,male,1,8.9,adr,8,4,1839.6,2021/4/18,1,0,0,7,西安,陕西
871,苏一鸣,male,1,80.9,adr,27,3,305.7,2021/3/31,2,2,0,25,商洛,陕西
872,苏子宸,male,1,4.9,adr,0,0,0,2021/4/25,5,3,3,0,鄂州,湖北
873,苏子豪,male,1,16.9,adr,32,8,199.2,2021/4/4,2,1,0,21,咸宁,湖北
874,苏明轩,male,1,21.9,adr,9,9,1151.1,2021/4/24,2,1,5,1,上海,上海
875,苏致远,male,1,109.9,adr,63,7,643.3,2021/3/31,3,2,0,25,西宁,青海
876,苏俊熙,male,1,16.9,ios,42,7,489.3,2021/3/17,3,2,0,39,通化,吉林
877,苏天佑,male,1,24.9,ios,56,7,293.3,2021/4/9,2,1,0,16,惠州,广东
878,苏睿,male,1,10.9,adr,12,6,113.4,2021/4/22,1,1,0,3,淮安,江苏
879,苏子睿,male,1,9.9,adr,49,7,230.3,2021/4/22,3,2,2,3,漳州,福建
880,苏宇轩,male,1,175.9,adr,9,9,413.1,2021/4/23,2,1,0,2,荆门,湖北
